Day,Temperature,TemperatureMax,TemperatureMin,Humidity,Rain,Clouds,WindSpeed,WindDirection
109,23.0,25.0,20.0,95,3,100,1.1,271.5
110,23.0,25.0,20.0,95,3,100,1.1,271.5
111,23.0,25.0,20.0,95,3,100,1.1,271.5
112,23.0,25.0,20.0,95,3,100,1.1,271.5
113,23.0,25.0,20.0,95,3,100,1.1,271.5
114,23.0,25.0,20.0,95,3,100,1.1,271.5
115,23.0,25.0,20.0,95,3,100,1.1,271.5
116,23.0,25.0,20.0,95,3,100,1.1,271.5
117,23.0,25.0,20.0,95,3,100,1.1,271.5
118,23.0,25.0,20.0,95,3,100,1.1,271.5
119,23.0,25.0,20.0,95,3,100,1.1,271.5
120,23.0,25.0,20.0,95,3,100,1.1,271.5
121,23.0,25.0,20.0,95,3,100,1.1,271.5
122,23.0,25.0,20.0,95,3,100,1.1,271.5
123,23.0,25.0,20.0,95,3,100,1.1,271.5
124,23.0,25.0,20.0,95,3,100,1.1,271.5
125,23.0,25.0,20.0,95,3,100,1.1,271.5
126,23.0,25.0,20.0,95,3,100,1.1,271.5
127,23.0,25.0,20.0,95,3,100,1.1,271.5
128,23.0,25.0,20.0,95,3,100,1.1,271.5
129,23.0,25.0,20.0,95,3,100,1.1,271.5
130,23.0,25.0,20.0,95,3,100,1.1,271.5
131,23.0,25.0,20.0,95,3,100,1.1,271.5
132,23.0,25.0,20.0,95,3,100,1.1,271.5
133,23.0,25.0,20.0,95,3,100,1.1,271.5
134,23.0,25.0,20.0,95,3,100,1.1,271.5
135,23.0,25.0,20.0,95,3,100,1.1,271.5
136,23.0,25.0,20.0,95,3,100,1.1,271.5
137,23.0,25.0,20.0,95,3,100,1.1,271.5
138,23.0,25.0,20.0,95,3,100,1.1,271.5
139,23.0,25.0,20.0,95,3,100,1.1,271.5
140,23.0,25.0,20.0,95,3,100,1.1,271.5
141,23.0,25.0,20.0,95,3,100,1.1,271.5
142,23.0,25.0,20.0,95,3,100,1.1,271.5
143,23.0,25.0,20.0,95,3,100,1.1,271.5
144,23.0,25.0,20.0,95,3,100,1.1,271.5
145,23.0,25.0,20.0,95,3,100,1.1,271.5
146,23.0,25.0,20.0,95,3,100,1.1,271.5
147,23.0,25.0,20.0,95,3,100,1.1,271.5
148,23.0,25.0,20.0,95,3,100,1.1,271.5
149,23.0,25.0,20.0,95,3,100,1.1,271.5
150,23.0,25.0,20.0,95,3,100,1.1,271.5
151,23.0,25.0,20.0,95,3,100,1.1,271.5
152,23.0,25.0,20.0,95,3,100,1.1,271.5
153,23.0,25.0,20.0,95,3,100,1.1,271.5
154,23.0,25.0,20.0,95,3,100,1.1,271.5
155,23.0,25.0,20.0,95,3,100,1.1,271.5
156,23.0,25.0,20.0,95,3,100,1.1,271.5
157,23.0,25.0,20.0,95,3,100,1.1,271.5
158,23.0,25.0,20.0,95,3,100,1.1,271.5
159,23.0,25.0,20.0,95,3,100,1.1,271.5
160,23.0,25.0,20.0,95,3,100,1.1,271.5
161,23.0,25.0,20.0,95,3,100,1.1,271.5
162,23.0,25.0,20.0,95,3,100,1.1,271.5
163,23.0,25.0,20.0,95,3,100,1.1,271.5
164,23.0,25.0,20.0,95,3,100,1.1,271.5
165,23.0,25.0,20.0,95,3,100,1.1,271.5
166,23.0,25.0,20.0,95,3,100,1.1,271.5
167,23.0,25.0,20.0,95,3,100,1.1,271.5
168,23.0,25.0,20.0,95,3,100,1.1,271.5
169,23.0,25.0,20.0,95,3,100,1.1,271.5
170,23.0,25.0,20.0,95,3,100,1.1,271.5
171,23.0,25.0,20.0,95,3,100,1.1,271.5
172,23.0,25.0,20.0,95,3,100,1.1,271.5
173,23.0,25.0,20.0,95,3,100,1.1,271.5
174,23.0,25.0,20.0,95,3,100,1.1,271.5
175,23.0,25.0,20.0,95,3,100,1.1,271.5
176,23.0,25.0,20.0,95,3,100,1.1,271.5
177,23.0,25.0,20.0,95,3,100,1.1,271.5
178,23.0,25.0,20.0,95,3,100,1.1,271.5
179,23.0,25.0,20.0,95,3,100,1.1,271.5
180,23.0,25.0,20.0,95,3,100,1.1,271.5
181,23.0,25.0,20.0,95,3,100,1.1,271.5
182,23.0,25.0,20.0,95,3,100,1.1,271.5
183,23.0,25.0,20.0,95,3,100,1.1,271.5
184,23.0,25.0,20.0,95,3,100,1.1,271.5
185,23.0,25.0,20.0,95,3,100,1.1,271.5
186,23.0,25.0,20.0,95,3,100,1.1,271.5
187,23.0,25.0,20.0,95,3,100,1.1,271.5
188,23.0,25.0,20.0,95,3,100,1.1,271.5
189,23.0,25.0,20.0,95,3,100,1.1,271.5
190,23.0,25.0,20.0,95,3,100,1.1,271.5
191,23.0,25.0,20.0,95,3,100,1.1,271.5
192,23.0,25.0,20.0,95,3,100,1.1,271.5
193,23.0,25.0,20.0,95,3,100,1.1,271.5
194,23.0,25.0,20.0,95,3,100,1.1,271.5
195,23.0,25.0,20.0,95,3,100,1.1,271.5
196,23.0,25.0,20.0,95,3,100,1.1,271.5
197,23.0,25.0,20.0,95,3,100,1.1,271.5
198,23.0,25.0,20.0,95,3,100,1.1,271.5
199,23.0,25.0,20.0,95,3,100,1.1,271.5
200,23.0,25.0,20.0,95,3,100,1.1,271.5
201,23.0,25.0,20.0,95,3,100,1.1,271.5
202,23.0,25.0,20.0,95,3,100,1.1,271.5
203,23.0,25.0,20.0,95,3,100,1.1,271.5
204,23.0,25.0,20.0,95,3,100,1.1,271.5
205,23.0,25.0,20.0,95,3,100,1.1,271.5
206,23.0,25.0,20.0,95,3,100,1.1,271.5
207,23.0,25.0,20.0,95,3,100,1.1,271.5
208,23.0,25.0,20.0,95,3,100,1.1,271.5
209,23.0,25.0,20.0,95,3,100,1.1,271.5
210,23.0,25.0,20.0,95,3,100,1.1,271.5
211,23.0,25.0,20.0,95,3,100,1.1,271.5
212,23.0,25.0,20.0,95,3,100,1.1,271.5
213,23.0,25.0,20.0,95,3,100,1.1,271.5
214,23.0,25.0,20.0,95,3,100,1.1,271.5
215,23.0,25.0,20.0,95,3,100,1.1,271.5
216,23.0,25.0,20.0,95,3,100,1.1,271.5
217,23.0,25.0,20.0,95,3,100,1.1,271.5
218,23.0,25.0,20.0,95,3,100,1.1,271.5
219,23.0,25.0,20.0,95,3,100,1.1,271.5
220,23.0,25.0,20.0,95,3,100,1.1,271.5
221,23.0,25.0,20.0,95,3,100,1.1,271.5
222,23.0,25.0,20.0,95,3,100,1.1,271.5
223,23.0,25.0,20.0,95,3,100,1.1,271.5
224,23.0,25.0,20.0,95,3,100,1.1,271.5
225,23.0,25.0,20.0,95,3,100,1.1,271.5
226,23.0,25.0,20.0,95,3,100,1.1,271.5
227,23.0,25.0,20.0,95,3,100,1.1,271.5
228,23.0,25.0,20.0,95,3,100,1.1,271.5
229,23.0,25.0,20.0,95,3,100,1.1,271.5
230,23.0,25.0,20.0,95,3,100,1.1,271.5
231,23.0,25.0,20.0,95,3,100,1.1,271.5
232,23.0,25.0,20.0,95,3,100,1.1,271.5
233,23.0,25.0,20.0,95,3,100,1.1,271.5
234,23.0,25.0,20.0,95,3,100,1.1,271.5
235,23.0,25.0,20.0,95,3,100,1.1,271.5
236,23.0,25.0,20.0,95,3,100,1.1,271.5
237,23.0,25.0,20.0,95,3,100,1.1,271.5
238,23.0,25.0,20.0,95,3,100,1.1,271.5
239,23.0,25.0,20.0,95,3,100,1.1,271.5
240,23.0,25.0,20.0,95,3,100,1.1,271.5
241,23.0,25.0,20.0,95,3,100,1.1,271.5
242,23.0,25.0,20.0,95,3,100,1.1,271.5
243,23.0,25.0,20.0,95,3,100,1.1,271.5
244,23.0,25.0,20.0,95,3,100,1.1,271.5
245,23.0,25.0,20.0,95,3,100,1.1,271.5
246,23.0,25.0,20.0,95,3,100,1.1,271.5
247,23.0,25.0,20.0,95,3,100,1.1,271.5
248,23.0,25.0,20.0,95,3,100,1.1,271.5
249,23.0,25.0,20.0,95,3,100,1.1,271.5
250,23.0,25.0,20.0,95,3,100,1.1,271.5
251,23.0,25.0,20.0,95,3,100,1.1,271.5
252,23.0,25.0,20.0,95,3,100,1.1,271.5
253,23.0,25.0,20.0,95,3,100,1.1,271.5
254,23.0,25.0,20.0,95,3,100,1.1,271.5
255,23.0,25.0,20.0,95,3,100,1.1,271.5
256,23.0,25.0,20.0,95,3,100,1.1,271.5
257,23.0,25.0,20.0,95,3,100,1.1,271.5
258,23.0,25.0,20.0,95,3,100,1.1,271.5
259,23.0,25.0,20.0,95,3,100,1.1,271.5
260,23.0,25.0,20.0,95,3,100,1.1,271.5
261,23.0,25.0,20.0,95,3,100,1.1,271.5
262,23.0,25.0,20.0,95,3,100,1.1,271.5
263,23.0,25.0,20.0,95,3,100,1.1,271.5
264,23.0,25.0,20.0,95,3,100,1.1,271.5
265,23.0,25.0,20.0,95,3,100,1.1,271.5
266,23.0,25.0,20.0,95,3,100,1.1,271.5
267,23.0,25.0,20.0,95,3,100,1.1,271.5
268,23.0,25.0,20.0,95,3,100,1.1,271.5
269,23.0,25.0,20.0,95,3,100,1.1,271.5
270,23.0,25.0,20.0,95,3,100,1.1,271.5
271,23.0,25.0,20.0,95,3,100,1.1,271.5
272,23.0,25.0,20.0,95,3,100,1.1,271.5
273,23.0,25.0,20.0,95,3,100,1.1,271.5
274,23.0,25.0,20.0,95,3,100,1.1,271.5
275,23.0,25.0,20.0,95,3,100,1.1,271.5
276,23.0,25.0,20.0,95,3,100,1.1,271.5
277,23.0,25.0,20.0,95,3,100,1.1,271.5
278,23.0,25.0,20.0,95,3,100,1.1,271.5
279,23.0,25.0,20.0,95,3,100,1.1,271.5
280,23.0,25.0,20.0,95,3,100,1.1,271.5
281,23.0,25.0,20.0,95,3,100,1.1,271.5
282,23.0,25.0,20.0,95,3,100,1.1,271.5
283,23.0,25.0,20.0,95,3,100,1.1,271.5
284,23.0,25.0,20.0,95,3,100,1.1,271.5
285,23.0,25.0,20.0,95,3,100,1.1,271.5
286,23.0,25.0,20.0,95,3,100,1.1,271.5
287,23.0,25.0,20.0,95,3,100,1.1,271.5
288,23.0,25.0,20.0,95,3,100,1.1,271.5
289,23.0,25.0,20.0,95,3,100,1.1,271.5
290,23.0,25.0,20.0,95,3,100,1.1,271.5
291,23.0,25.0,20.0,95,3,100,1.1,271.5
292,23.0,25.0,20.0,95,3,100,1.1,271.5
293,23.0,25.0,20.0,95,3,100,1.1,271.5
294,23.0,25.0,20.0,95,3,100,1.1,271.5
295,23.0,25.0,20.0,95,3,100,1.1,271.5
296,23.0,25.0,20.0,95,3,100,1.1,271.5
297,23.0,25.0,20.0,95,3,100,1.1,271.5
298,23.0,25.0,20.0,95,3,100,1.1,271.5
299,23.0,25.0,20.0,95,3,100,1.1,271.5
300,23.0,25.0,20.0,95,3,100,1.1,271.5
301,23.0,25.0,20.0,95,3,100,1.1,271.5
302,23.0,25.0,20.0,95,3,100,1.1,271.5
303,23.0,25.0,20.0,95,3,100,1.1,271.5
304,23.0,25.0,20.0,95,3,100,1.1,271.5
305,23.0,25.0,20.0,95,3,100,1.1,271.5
306,23.0,25.0,20.0,95,3,100,1.1,271.5
307,23.0,25.0,20.0,95,3,100,1.1,271.5
308,23.0,25.0,20.0,95,3,100,1.1,271.5
309,23.0,25.0,20.0,95,3,100,1.1,271.5
310,23.0,25.0,20.0,95,3,100,1.1,271.5
311,23.0,25.0,20.0,95,3,100,1.1,271.5
312,23.0,25.0,20.0,95,3,100,1.1,271.5
313,23.0,25.0,20.0,95,3,100,1.1,271.5
314,23.0,25.0,20.0,95,3,100,1.1,271.5
315,23.0,25.0,20.0,95,3,100,1.1,271.5
316,23.0,25.0,20.0,95,3,100,1.1,271.5
317,23.0,25.0,20.0,95,3,100,1.1,271.5
318,23.0,25.0,20.0,95,3,100,1.1,271.5
319,23.0,25.0,20.0,95,3,100,1.1,271.5
320,23.0,25.0,20.0,95,3,100,1.1,271.5
321,23.0,25.0,20.0,95,3,100,1.1,271.5
322,23.0,25.0,20.0,95,3,100,1.1,271.5
323,23.0,25.0,20.0,95,3,100,1.1,271.5
324,23.0,25.0,20.0,95,3,100,1.1,271.5
325,23.0,25.0,20.0,95,3,100,1.1,271.5
326,23.0,25.0,20.0,95,3,100,1.1,271.5
327,23.0,25.0,20.0,95,3,100,1.1,271.5
328,23.0,25.0,20.0,95,3,100,1.1,271.5
329,23.0,25.0,20.0,95,3,100,1.1,271.5
330,23.0,25.0,20.0,95,3,100,1.1,271.5
331,23.0,25.0,20.0,95,3,100,1.1,271.5
332,23.0,25.0,20.0,95,3,100,1.1,271.5
333,23.0,25.0,20.0,95,3,100,1.1,271.5
334,23.0,25.0,20.0,95,3,100,1.1,271.5
335,23.0,25.0,20.0,95,3,100,1.1,271.5
336,23.0,25.0,20.0,95,3,100,1.1,271.5
337,23.0,25.0,20.0,95,3,100,1.1,271.5
338,23.0,25.0,20.0,95,3,100,1.1,271.5
339,23.0,25.0,20.0,95,3,100,1.1,271.5
340,23.0,25.0,20.0,95,3,100,1.1,271.5
341,23.0,25.0,20.0,95,3,100,1.1,271.5
342,23.0,25.0,20.0,95,3,100,1.1,271.5
343,23.0,25.0,20.0,95,3,100,1.1,271.5
344,23.0,25.0,20.0,95,3,100,1.1,271.5
345,23.0,25.0,20.0,95,3,100,1.1,271.5
346,23.0,25.0,20.0,95,3,100,1.1,271.5
347,23.0,25.0,20.0,95,3,100,1.1,271.5
348,23.0,25.0,20.0,95,3,100,1.1,271.5
349,23.0,25.0,20.0,95,3,100,1.1,271.5
350,23.0,25.0,20.0,95,3,100,1.1,271.5
351,23.0,25.0,20.0,95,3,100,1.1,271.5
352,23.0,25.0,20.0,95,3,100,1.1,271.5
353,23.0,25.0,20.0,95,3,100,1.1,271.5
354,23.0,25.0,20.0,95,3,100,1.1,271.5
355,23.0,25.0,20.0,95,3,100,1.1,271.5
356,23.0,25.0,20.0,95,3,100,1.1,271.5
357,23.0,25.0,20.0,95,3,100,1.1,271.5
358,23.0,25.0,20.0,95,3,100,1.1,271.5
359,23.0,25.0,20.0,95,3,100,1.1,271.5
360,23.0,25.0,20.0,95,3,100,1.1,271.5
361,23.0,25.0,20.0,95,3,100,1.1,271.5
362,23.0,25.0,20.0,95,3,100,1.1,271.5
363,23.0,25.0,20.0,95,3,100,1.1,271.5
364,23.0,25.0,20.0,95,3,100,1.1,271.5
365,23.0,25.0,20.0,95,3,100,1.1,271.5
366,23.0,25.0,20.0,95,3,100,1.1,271.5
367,23.0,25.0,20.0,95,3,100,1.1,271.5
368,23.0,25.0,20.0,95,3,100,1.1,271.5
369,23.0,25.0,20.0,95,3,100,1.1,271.5
370,23.0,25.0,20.0,95,3,100,1.1,271.5
371,23.0,25.0,20.0,95,3,100,1.1,271.5
372,23.0,25.0,20.0,95,3,100,1.1,271.5
373,23.0,25.0,20.0,95,3,100,1.1,271.5
374,23.0,25.0,20.0,95,3,100,1.1,271.5
375,23.0,25.0,20.0,95,3,100,1.1,271.5
376,23.0,25.0,20.0,95,3,100,1.1,271.5
377,23.0,25.0,20.0,95,3,100,1.1,271.5
