Day,Temperature,TemperatureMax,TemperatureMin,Humidity,Rain,Clouds,WindSpeed,WindDirection
60,27,30,24,60,0,0,5,271.5
61,27,30,24,60,0,0,5,271.5
62,27,30,24,60,0,0,5,271.5
63,27,30,24,60,0,0,5,271.5
64,27,30,24,60,0,0,5,271.5
65,27,30,24,60,0,0,5,271.5
66,27,30,24,60,0,0,5,271.5
67,27,30,24,60,0,0,5,271.5
68,27,30,24,60,0,0,5,271.5
69,27,30,24,60,0,0,5,271.5
70,27,30,24,60,0,0,5,271.5
71,27,30,24,60,0,0,5,271.5
72,27,30,24,60,0,0,5,271.5
73,27,30,24,60,0,0,5,271.5
74,27,30,24,60,0,0,5,271.5
75,27,30,24,60,0,0,5,271.5
76,27,30,24,60,0,0,5,271.5
77,27,30,24,60,0,0,5,271.5
78,27,30,24,60,0,0,5,271.5
79,27,30,24,60,0,0,5,271.5
80,27,30,24,60,0,0,5,271.5
81,27,30,24,60,0,0,5,271.5
82,27,30,24,60,0,0,5,271.5
83,27,30,24,60,0,0,5,271.5
84,27,30,24,60,0,0,5,271.5
85,27,30,24,60,0,0,5,271.5
86,27,30,24,60,0,0,5,271.5
87,27,30,24,60,0,0,5,271.5
88,27,30,24,60,0,0,5,271.5
89,27,30,24,60,0,0,5,271.5
90,27,30,24,60,0,0,5,271.5
91,27,30,24,60,0,0,5,271.5
92,27,30,24,60,0,0,5,271.5
93,27,30,24,60,0,0,5,271.5
94,27,30,24,60,0,0,5,271.5
95,27,30,24,60,0,0,5,271.5
96,27,30,24,60,0,0,5,271.5
97,27,30,24,60,0,0,5,271.5
98,27,30,24,60,0,0,5,271.5
99,27,30,24,60,0,0,5,271.5
100,27,30,24,60,0,0,5,271.5
101,27,30,24,60,0,0,5,271.5
102,27,30,24,60,0,0,5,271.5
103,27,30,24,60,0,0,5,271.5
104,27,30,24,60,0,0,5,271.5
105,27,30,24,60,0,0,5,271.5
106,27,30,24,60,0,0,5,271.5
107,27,30,24,60,0,0,5,271.5
108,27,30,24,60,0,0,5,271.5
109,27,30,24,60,0,0,5,271.5
110,27,30,24,60,0,0,5,271.5
111,27,30,24,60,0,0,5,271.5
112,27,30,24,60,0,0,5,271.5
113,27,30,24,60,0,0,5,271.5
114,27,30,24,60,0,0,5,271.5
115,27,30,24,60,0,0,5,271.5
116,27,30,24,60,0,0,5,271.5
117,27,30,24,60,0,0,5,271.5
118,27,30,24,60,0,0,5,271.5
119,27,30,24,60,0,0,5,271.5
120,27,30,24,60,0,0,5,271.5
121,27,30,24,60,0,0,5,271.5
122,27,30,24,60,0,0,5,271.5
123,27,30,24,60,0,0,5,271.5
124,27,30,24,60,0,0,5,271.5
125,27,30,24,60,0,0,5,271.5
126,27,30,24,60,0,0,5,271.5
127,27,30,24,60,0,0,5,271.5
128,27,30,24,60,0,0,5,271.5
129,27,30,24,60,0,0,5,271.5
130,27,30,24,60,0,0,5,271.5
131,27,30,24,60,0,0,5,271.5
132,27,30,24,60,0,0,5,271.5
133,27,30,24,60,0,0,5,271.5
134,27,30,24,60,0,0,5,271.5
135,27,30,24,60,0,0,5,271.5
136,27,30,24,60,0,0,5,271.5
137,27,30,24,60,0,0,5,271.5
138,27,30,24,60,0,0,5,271.5
139,27,30,24,60,0,0,5,271.5
140,27,30,24,60,0,0,5,271.5
141,27,30,24,60,0,0,5,271.5
142,27,30,24,60,0,0,5,271.5
143,27,30,24,60,0,0,5,271.5
144,27,30,24,60,0,0,5,271.5
145,27,30,24,60,0,0,5,271.5
146,27,30,24,60,0,0,5,271.5
147,27,30,24,60,0,0,5,271.5
148,27,30,24,60,0,0,5,271.5
149,27,30,24,60,0,0,5,271.5
150,27,30,24,60,0,0,5,271.5
151,27,30,24,60,0,0,5,271.5
152,27,30,24,60,0,0,5,271.5
153,27,30,24,60,0,0,5,271.5
154,27,30,24,60,0,0,5,271.5
155,27,30,24,60,0,0,5,271.5
156,27,30,24,60,0,0,5,271.5
157,27,30,24,60,0,0,5,271.5
158,27,30,24,60,0,0,5,271.5
159,27,30,24,60,0,0,5,271.5
160,27,30,24,60,0,0,5,271.5
161,27,30,24,60,0,0,5,271.5
162,27,30,24,60,0,0,5,271.5
163,27,30,24,60,0,0,5,271.5
164,27,30,24,60,0,0,5,271.5
165,27,30,24,60,0,0,5,271.5
166,27,30,24,60,0,0,5,271.5
167,27,30,24,60,0,0,5,271.5
168,27,30,24,60,0,0,5,271.5
169,27,30,24,60,0,0,5,271.5
170,27,30,24,60,0,0,5,271.5
171,27,30,24,60,0,0,5,271.5
172,27,30,24,60,0,0,5,271.5
173,27,30,24,60,0,0,5,271.5
174,27,30,24,60,0,0,5,271.5
175,27,30,24,60,0,0,5,271.5
176,27,30,24,60,0,0,5,271.5
177,27,30,24,60,0,0,5,271.5
178,27,30,24,60,0,0,5,271.5
179,27,30,24,60,0,0,5,271.5
180,27,30,24,60,0,0,5,271.5
181,27,30,24,60,0,0,5,271.5
182,27,30,24,60,0,0,5,271.5
183,27,30,24,60,0,0,5,271.5
184,27,30,24,60,0,0,5,271.5
185,27,30,24,60,0,0,5,271.5
186,27,30,24,60,0,0,5,271.5
187,27,30,24,60,0,0,5,271.5
188,27,30,24,60,0,0,5,271.5
189,27,30,24,60,0,0,5,271.5
190,27,30,24,60,0,0,5,271.5
191,27,30,24,60,0,0,5,271.5
192,27,30,24,60,0,0,5,271.5
193,27,30,24,60,0,0,5,271.5
194,27,30,24,60,0,0,5,271.5
195,27,30,24,60,0,0,5,271.5
196,27,30,24,60,0,0,5,271.5
197,27,30,24,60,0,0,5,271.5
198,27,30,24,60,0,0,5,271.5
199,27,30,24,60,0,0,5,271.5
200,27,30,24,60,0,0,5,271.5
201,27,30,24,60,0,0,5,271.5
202,27,30,24,60,0,0,5,271.5
203,27,30,24,60,0,0,5,271.5
204,27,30,24,60,0,0,5,271.5
205,27,30,24,60,0,0,5,271.5
206,27,30,24,60,0,0,5,271.5
207,27,30,24,60,0,0,5,271.5
208,27,30,24,60,0,0,5,271.5
209,27,30,24,60,0,0,5,271.5
210,27,30,24,60,0,0,5,271.5
211,27,30,24,60,0,0,5,271.5
212,27,30,24,60,0,0,5,271.5
213,27,30,24,60,0,0,5,271.5
214,27,30,24,60,0,0,5,271.5
215,27,30,24,60,0,0,5,271.5
216,27,30,24,60,0,0,5,271.5
217,27,30,24,60,0,0,5,271.5
218,27,30,24,60,0,0,5,271.5
219,27,30,24,60,0,0,5,271.5
220,27,30,24,60,0,0,5,271.5
221,27,30,24,60,0,0,5,271.5
222,27,30,24,60,0,0,5,271.5
223,27,30,24,60,0,0,5,271.5
224,27,30,24,60,0,0,5,271.5
225,27,30,24,60,0,0,5,271.5
226,27,30,24,60,0,0,5,271.5
227,27,30,24,60,0,0,5,271.5
228,27,30,24,60,0,0,5,271.5
229,27,30,24,60,0,0,5,271.5
230,27,30,24,60,0,0,5,271.5
231,27,30,24,60,0,0,5,271.5
232,27,30,24,60,0,0,5,271.5
233,27,30,24,60,0,0,5,271.5
234,27,30,24,60,0,0,5,271.5
235,27,30,24,60,0,0,5,271.5
236,27,30,24,60,0,0,5,271.5
237,27,30,24,60,0,0,5,271.5
238,27,30,24,60,0,0,5,271.5
239,27,30,24,60,0,0,5,271.5
240,27,30,24,60,0,0,5,271.5
241,27,30,24,60,0,0,5,271.5
242,27,30,24,60,0,0,5,271.5
243,27,30,24,60,0,0,5,271.5
244,27,30,24,60,0,0,5,271.5
245,27,30,24,60,0,0,5,271.5
246,27,30,24,60,0,0,5,271.5
247,27,30,24,60,0,0,5,271.5
248,27,30,24,60,0,0,5,271.5
249,27,30,24,60,0,0,5,271.5
250,27,30,24,60,0,0,5,271.5
251,27,30,24,60,0,0,5,271.5
252,27,30,24,60,0,0,5,271.5
253,27,30,24,60,0,0,5,271.5
254,27,30,24,60,0,0,5,271.5
255,27,30,24,60,0,0,5,271.5
256,27,30,24,60,0,0,5,271.5
257,27,30,24,60,0,0,5,271.5
258,27,30,24,60,0,0,5,271.5
259,27,30,24,60,0,0,5,271.5
260,27,30,24,60,0,0,5,271.5
261,27,30,24,60,0,0,5,271.5
262,27,30,24,60,0,0,5,271.5
263,27,30,24,60,0,0,5,271.5
264,27,30,24,60,0,0,5,271.5
265,27,30,24,60,0,0,5,271.5
266,27,30,24,60,0,0,5,271.5
267,27,30,24,60,0,0,5,271.5
268,27,30,24,60,0,0,5,271.5
269,27,30,24,60,0,0,5,271.5
270,27,30,24,60,0,0,5,271.5
271,27,30,24,60,0,0,5,271.5
272,27,30,24,60,0,0,5,271.5
273,27,30,24,60,0,0,5,271.5
274,27,30,24,60,0,0,5,271.5
275,27,30,24,60,0,0,5,271.5
276,27,30,24,60,0,0,5,271.5
277,27,30,24,60,0,0,5,271.5
278,27,30,24,60,0,0,5,271.5
279,27,30,24,60,0,0,5,271.5
280,27,30,24,60,0,0,5,271.5
281,27,30,24,60,0,0,5,271.5
282,27,30,24,60,0,0,5,271.5
283,27,30,24,60,0,0,5,271.5
284,27,30,24,60,0,0,5,271.5
285,27,30,24,60,0,0,5,271.5
286,27,30,24,60,0,0,5,271.5
287,27,30,24,60,0,0,5,271.5
288,27,30,24,60,0,0,5,271.5
289,27,30,24,60,0,0,5,271.5
290,27,30,24,60,0,0,5,271.5
291,27,30,24,60,0,0,5,271.5
292,27,30,24,60,0,0,5,271.5
293,27,30,24,60,0,0,5,271.5
294,27,30,24,60,0,0,5,271.5
295,27,30,24,60,0,0,5,271.5
296,27,30,24,60,0,0,5,271.5
297,27,30,24,60,0,0,5,271.5
298,27,30,24,60,0,0,5,271.5
299,27,30,24,60,0,0,5,271.5
300,27,30,24,60,0,0,5,271.5
301,27,30,24,60,0,0,5,271.5
302,27,30,24,60,0,0,5,271.5
303,27,30,24,60,0,0,5,271.5
304,27,30,24,60,0,0,5,271.5
305,27,30,24,60,0,0,5,271.5
306,27,30,24,60,0,0,5,271.5
307,27,30,24,60,0,0,5,271.5
308,27,30,24,60,0,0,5,271.5
309,27,30,24,60,0,0,5,271.5
310,27,30,24,60,0,0,5,271.5
311,27,30,24,60,0,0,5,271.5
312,27,30,24,60,0,0,5,271.5
313,27,30,24,60,0,0,5,271.5
314,27,30,24,60,0,0,5,271.5
315,27,30,24,60,0,0,5,271.5
316,27,30,24,60,0,0,5,271.5
317,27,30,24,60,0,0,5,271.5
318,27,30,24,60,0,0,5,271.5
319,27,30,24,60,0,0,5,271.5
320,27,30,24,60,0,0,5,271.5
321,27,30,24,60,0,0,5,271.5
322,27,30,24,60,0,0,5,271.5
323,27,30,24,60,0,0,5,271.5
324,27,30,24,60,0,0,5,271.5
325,27,30,24,60,0,0,5,271.5
326,27,30,24,60,0,0,5,271.5
327,27,30,24,60,0,0,5,271.5
328,27,30,24,60,0,0,5,271.5
329,27,30,24,60,0,0,5,271.5
330,27,30,24,60,0,0,5,271.5
331,27,30,24,60,0,0,5,271.5
332,27,30,24,60,0,0,5,271.5
333,27,30,24,60,0,0,5,271.5
334,27,30,24,60,0,0,5,271.5
335,27,30,24,60,0,0,5,271.5
336,27,30,24,60,0,0,5,271.5
337,27,30,24,60,0,0,5,271.5
338,27,30,24,60,0,0,5,271.5
339,27,30,24,60,0,0,5,271.5
340,27,30,24,60,0,0,5,271.5
341,27,30,24,60,0,0,5,271.5
342,27,30,24,60,0,0,5,271.5
343,27,30,24,60,0,0,5,271.5
344,27,30,24,60,0,0,5,271.5
345,27,30,24,60,0,0,5,271.5
346,27,30,24,60,0,0,5,271.5
347,27,30,24,60,0,0,5,271.5
348,27,30,24,60,0,0,5,271.5
349,27,30,24,60,0,0,5,271.5
350,27,30,24,60,0,0,5,271.5
351,27,30,24,60,0,0,5,271.5
352,27,30,24,60,0,0,5,271.5
353,27,30,24,60,0,0,5,271.5
354,27,30,24,60,0,0,5,271.5
355,27,30,24,60,0,0,5,271.5
356,27,30,24,60,0,0,5,271.5
357,27,30,24,60,0,0,5,271.5
358,27,30,24,60,0,0,5,271.5
359,27,30,24,60,0,0,5,271.5
360,27,30,24,60,0,0,5,271.5
361,27,30,24,60,0,0,5,271.5
362,27,30,24,60,0,0,5,271.5
363,27,30,24,60,0,0,5,271.5
364,27,30,24,60,0,0,5,271.5
365,27,30,24,60,0,0,5,271.5
366,27,30,24,60,0,0,5,271.5
367,27,30,24,60,0,0,5,271.5
368,27,30,24,60,0,0,5,271.5
369,27,30,24,60,0,0,5,271.5
370,27,30,24,60,0,0,5,271.5
371,27,30,24,60,0,0,5,271.5
372,27,30,24,60,0,0,5,271.5
373,27,30,24,60,0,0,5,271.5
374,27,30,24,60,0,0,5,271.5
375,27,30,24,60,0,0,5,271.5
376,27,30,24,60,0,0,5,271.5
377,27,30,24,60,0,0,5,271.5
