Day,Temperature,TemperatureMax,TemperatureMin,Humidity,Rain,Clouds,WindSpeed,WindDirection
42,-4.0,-1.1,-6.1,69.5,0.0,46.6,31.7,64.3
43,-3.4,1.0,-7.1,59.0,0.006,19.9,25.8,84.8
44,-1.0,2.9,-5.6,52.9,0.0,41.9,36.5,146.0
45,4.0,6.7,1.2,81.2,1.884,97.0,29.4,174.1
46,7.5,11.0,3.9,82.6,1.98,85.7,29.4,182.5
47,8.8,13.0,6.1,83.1,0.014,86.7,33.2,196.0
48,7.2,10.9,4.2,83.9,1.602,67.8,31.4,173.8
49,6.3,10.9,1.9,88.2,0.6,63.2,29.5,163.1
50,12.1,15.9,8.0,72.1,0.0,88.2,31.6,153.3
51,11.5,15.9,8.0,69.0,0.0,69.7,25.7,148.5
52,11.7,15.0,8.8,66.8,0.011,85.9,20.1,158.4
53,13.2,17.0,8.9,75.4,0.006,49.5,38.4,187.8
54,13.9,18.9,10.0,71.6,0.0,4.7,29.5,178.7
55,11.2,15.9,7.1,79.1,0.006,52.5,16.3,257.4
56,7.9,10.9,4.7,80.2,0.766,55.7,20.5,334.8
57,4.1,7.9,0.8,89.4,0.0,43.8,21.9,30.2
58,6.2,11.0,2.1,80.5,0.0,8.7,25.8,41.5
59,6.4,10.9,2.1,80.4,0.0,16.7,22.0,49.3
60,7.9,15.1,2.1,75.0,0.0,0.2,9.3,94.1
61,9.8,16.1,5.0,78.3,0.0,61.9,10.9,186.6
62,5.8,7.7,4.0,91.9,1.181,98.6,18.1,338.0
63,4.1,6.8,1.8,64.3,0.002,45.3,25.7,23.6
64,2.9,7.1,-0.9,63.4,0.0,0.0,23.3,34.9
65,2.7,7.0,-1.0,69.6,0.0,17.9,18.2,20.6
66,4.6,8.8,0.0,61.5,0.0,68.9,11.1,15.8
67,6.4,9.8,3.8,76.2,0.053,92.4,18.1,275.9
68,5.9,10.0,1.9,75.3,0.791,80.5,42.0,187.5
69,9.7,12.9,6.2,74.4,2.831,90.4,67.8,224.7
70,7.2,9.1,4.8,75.1,0.049,84.1,47.7,222.1
71,7.4,10.1,3.2,75.1,4.19,88.1,58.8,236.4
72,6.9,11.7,3.1,76.6,1.787,78.5,35.0,265.6
73,7.6,9.9,3.1,77.0,1.206,86.1,31.5,305.1
74,5.5,8.7,1.9,93.1,2.477,91.9,38.2,295.9
75,6.5,7.8,5.0,84.8,2.464,96.2,40.4,344.3
76,5.9,7.9,4.0,86.3,0.665,95.4,22.2,336.7
77,5.5,8.9,2.1,72.0,0.006,43.7,31.2,17.8
78,5.6,10.0,2.7,74.6,0.0,50.2,16.5,354.4
79,7.1,8.8,5.8,76.1,0.002,99.7,25.9,338.7
80,6.3,9.7,2.7,74.3,0.0,83.8,12.8,308.8
81,7.3,13.1,1.8,74.5,0.0,35.9,20.3,205.6
82,8.9,16.0,2.2,70.8,0.0,16.0,23.5,212.0
83,9.2,13.9,5.2,75.6,3.839,72.8,22.1,219.0
84,8.6,13.1,4.8,74.3,1.695,67.6,35.0,192.0
85,7.6,10.9,5.0,69.2,1.123,79.0,36.6,240.9
86,10.0,13.9,5.9,67.7,0.006,76.6,36.7,216.4
87,12.9,20.1,6.8,59.5,0.0,8.5,20.5,202.9
88,14.7,24.0,6.8,54.7,0.0,0.0,12.9,123.8
89,16.2,24.8,7.1,54.2,0.005,5.0,11.0,156.0
90,13.3,18.7,6.9,68.8,0.0,25.4,24.1,354.9
91,6.6,9.9,3.9,74.5,0.0,64.4,31.4,13.2
92,7.2,10.7,5.0,65.1,0.0,84.4,29.1,10.0
93,6.2,10.0,3.1,71.4,0.0,67.1,18.2,329.6
94,4.4,7.8,0.2,72.5,0.632,74.0,37.2,310.7
95,2.6,6.8,-0.8,59.4,0.035,70.6,36.8,298.3
96,3.2,7.8,-1.1,62.2,0.091,79.0,35.1,278.2
97,6.3,10.9,2.9,51.4,0.0,72.1,20.4,216.0
98,8.5,14.8,1.9,59.7,0.0,83.0,20.2,228.3
99,7.4,9.7,5.1,84.6,14.63,98.6,20.1,17.9
100,5.4,8.1,2.8,74.4,1.356,74.5,29.3,350.1
101,3.6,7.0,-0.9,76.4,0.203,57.2,27.4,274.2
102,5.1,11.0,-1.9,58.8,0.0,39.4,11.1,347.2
103,5.9,9.7,1.0,59.8,0.004,74.6,24.0,344.9
104,5.7,9.0,1.1,68.5,0.035,48.0,18.2,21.7
105,6.5,10.9,2.0,64.6,0.0,37.8,23.8,16.8
106,7.6,12.0,3.9,65.1,0.0,12.3,25.6,4.2
107,7.8,13.7,3.0,70.5,0.0,41.9,20.2,329.7
108,8.5,15.0,1.8,75.5,0.0,51.8,16.0,312.0
109,10.1,16.9,4.0,76.7,0.0,62.6,14.4,331.5
110,10.4,15.7,5.1,72.8,0.0,51.5,25.8,1.6
111,8.3,13.9,3.0,60.4,0.0,1.0,25.7,34.1
112,9.3,15.7,2.1,59.0,0.0,7.2,23.8,49.3
113,10.5,15.1,5.0,56.8,0.0,0.8,29.3,41.3
114,8.5,12.8,4.0,58.0,0.0,11.9,31.3,31.1
115,8.8,15.0,3.0,60.1,0.0,3.3,27.4,28.6
116,10.9,17.1,4.8,51.5,0.0,26.4,20.2,30.9
117,12.2,18.0,7.7,52.2,2.767,83.0,23.7,14.8
118,8.2,10.9,4.9,75.2,3.831,80.3,26.7,322.6
119,7.2,11.8,1.0,68.4,0.0,44.4,18.2,320.1
120,7.4,12.7,0.8,69.3,0.182,32.1,18.3,316.1
121,7.7,11.8,2.2,66.1,0.004,53.4,16.6,293.9
122,9.7,15.8,2.8,57.3,0.012,48.8,34.9,204.8
123,11.0,13.8,8.9,61.5,0.818,89.7,55.0,231.5
124,8.4,12.7,4.8,63.7,0.8,69.3,31.3,254.6
125,7.0,10.8,3.1,78.0,1.029,82.1,27.1,225.1
126,8.5,14.7,2.2,65.2,0.211,39.9,20.3,268.2
127,12.0,20.0,6.1,70.2,2.933,86.2,33.2,167.1
128,17.6,25.7,10.1,70.2,0.574,50.8,35.0,162.3
129,16.2,19.7,13.8,68.6,9.368,82.3,36.8,196.6
130,13.5,19.6,8.9,74.5,2.047,78.8,27.4,236.6
131,12.9,16.9,8.8,67.0,0.006,74.8,21.9,174.0
132,11.7,14.8,9.9,71.5,0.6,82.1,21.9,131.7
133,10.7,16.0,7.1,82.1,1.599,81.3,22.0,296.5
134,10.3,15.6,6.8,84.6,3.141,82.8,33.0,204.2
135,11.4,17.0,7.1,78.4,8.44,71.7,29.1,216.7
136,10.7,14.8,5.7,86.7,11.309,89.3,31.6,239.9
137,12.8,17.0,9.9,72.3,0.262,82.5,27.2,259.9
138,10.9,14.0,7.8,80.2,3.197,75.5,23.7,246.6
139,11.1,15.9,6.0,78.1,0.004,69.4,29.2,182.4
140,13.6,16.7,11.0,59.3,0.157,85.2,44.3,220.6
141,10.5,12.7,8.6,83.1,7.93,94.9,36.7,221.1
142,11.9,15.8,6.9,68.2,0.024,82.7,29.2,205.6
143,11.2,15.7,8.1,79.6,9.958,89.7,27.5,185.8
144,11.1,13.8,7.9,77.8,1.993,92.7,36.3,243.3
145,11.3,14.9,8.1,78.7,2.012,88.4,31.0,257.8
146,13.0,17.0,8.1,76.4,0.0,65.6,21.7,299.3
147,13.2,18.1,6.9,71.2,0.0,41.4,14.5,62.2
148,16.2,20.9,10.8,59.4,0.0,30.0,25.3,34.1
149,15.8,21.8,9.9,67.9,0.182,8.3,18.2,29.1
150,18.6,23.7,11.9,53.5,0.0,2.7,27.4,62.5
151,20.2,25.1,13.1,46.0,0.0,0.0,20.5,67.7
152,21.7,28.0,14.8,51.8,0.0,18.8,20.4,114.3
153,21.2,25.1,18.1,69.3,0.009,90.2,17.7,240.5
154,17.0,22.0,13.7,81.0,40.483,81.7,28.5,298.5
155,14.4,17.7,12.2,86.3,1.6,96.8,18.3,300.1
156,16.4,22.1,8.9,65.9,0.0,22.5,25.0,340.6
157,17.8,23.8,10.7,58.6,0.0,13.3,12.8,39.8
158,18.8,24.9,11.8,66.5,0.0,36.2,14.6,298.0
159,20.1,26.0,12.9,59.9,0.0,32.4,14.6,275.2
160,19.4,25.1,13.0,66.9,0.0,28.0,18.0,260.3
161,18.1,23.1,13.8,79.6,0.0,54.1,18.2,252.0
162,18.0,22.7,14.1,73.1,0.002,69.3,20.4,287.7
163,18.6,24.1,11.0,60.8,0.0,0.0,12.8,64.4
164,21.6,28.7,12.1,54.8,0.0,0.0,16.3,286.1
165,21.3,25.9,16.0,65.2,0.0,30.6,16.5,34.5
166,23.9,30.0,16.7,60.6,0.0,14.2,12.7,126.2
167,23.6,27.1,19.2,71.0,4.858,72.9,36.6,192.4
168,23.3,28.0,19.0,75.1,5.31,74.8,31.5,151.4
169,17.4,19.9,15.8,83.6,12.002,98.2,28.6,265.2
170,18.9,23.7,15.9,78.3,1.568,87.2,22.1,338.1
171,16.3,17.1,15.1,89.2,6.702,99.0,25.5,24.7
172,13.6,15.0,12.1,87.2,5.633,96.7,27.2,20.4
173,14.1,16.8,12.1,75.8,0.373,99.4,18.2,14.5
174,15.2,19.7,12.8,74.0,0.182,88.5,16.2,324.2
175,14.9,17.0,11.8,85.8,1.82,91.5,16.5,202.0
176,17.7,21.1,14.8,84.2,3.732,94.3,12.7,97.5
177,19.2,23.0,17.0,84.2,4.112,90.2,16.3,82.2
178,19.3,24.0,16.0,84.7,0.143,81.5,12.8,34.7
179,17.8,21.7,15.0,87.9,5.212,94.3,20.1,326.4
180,14.2,15.8,13.1,91.5,7.874,96.2,20.2,308.6
181,16.0,20.0,12.2,72.5,0.206,77.6,23.6,289.2
182,18.8,24.7,13.2,68.8,0.0,61.7,12.7,218.7
183,19.8,22.9,17.1,75.4,0.11,89.1,14.7,212.7
184,17.5,21.7,15.2,86.4,18.678,83.6,18.0,195.9
185,17.1,21.8,13.9,82.7,2.578,95.0,16.2,183.5
186,17.6,19.7,15.1,73.0,1.512,84.1,44.2,197.6
187,18.1,22.7,14.2,69.9,0.015,82.1,18.4,203.9
188,17.7,22.7,11.9,73.3,2.763,59.8,14.3,268.8
189,17.4,22.7,13.0,75.3,0.015,80.3,18.0,239.1
190,16.4,19.7,14.0,84.7,9.906,85.7,12.8,192.2
191,16.6,20.8,11.2,77.4,0.017,80.9,11.1,198.4
192,18.4,20.7,16.1,80.6,0.352,94.2,14.6,73.7
193,18.1,20.8,16.0,85.1,0.386,92.8,31.2,338.4
194,16.4,17.8,15.9,86.6,0.194,100.0,31.5,318.0
195,18.2,21.0,15.9,78.3,0.017,95.1,36.7,325.7
196,17.5,20.9,15.0,73.4,0.19,77.9,23.7,342.6
197,19.4,25.7,14.0,73.1,0.0,57.4,20.4,1.6
198,21.6,27.8,14.7,67.8,0.002,4.4,22.1,359.3
199,21.8,26.1,16.1,69.5,0.002,36.9,14.6,49.5
200,22.0,26.9,15.9,66.2,0.0,14.9,12.9,54.4
201,22.0,26.9,16.1,62.0,0.0,15.1,14.7,54.8
202,21.3,25.9,16.1,64.4,0.0,9.0,20.4,4.2
203,20.0,25.0,14.7,64.9,0.0,6.2,23.8,44.1
204,20.9,25.0,17.8,68.5,0.022,83.3,24.7,78.9
205,18.4,23.0,14.7,85.0,5.828,90.2,18.1,162.9
206,18.0,20.0,16.8,91.6,20.698,83.6,16.3,227.3
207,17.5,21.0,14.9,85.2,0.532,73.1,29.2,190.4
208,17.3,20.9,14.8,77.5,0.488,74.8,29.2,217.8
209,17.5,21.8,13.8,66.2,0.0,66.3,33.0,230.5
210,16.4,20.8,12.9,76.1,6.471,80.9,36.7,209.0
211,17.8,21.8,14.9,75.0,0.088,86.7,28.8,241.3
212,16.9,21.6,12.8,78.4,2.964,80.4,25.2,266.8
213,16.9,20.9,13.8,74.8,10.765,94.1,19.8,353.2
214,15.6,20.1,10.7,78.6,2.213,93.9,10.5,12.5
215,17.4,21.7,13.7,74.4,0.476,79.1,14.4,79.7
216,19.0,23.9,14.0,71.8,0.002,83.3,22.1,180.6
217,17.8,21.1,15.8,80.6,6.379,90.2,36.6,212.6
218,16.4,20.8,13.2,83.4,15.204,77.8,27.4,193.1
219,16.0,18.9,13.9,77.8,4.726,75.8,33.1,217.3
220,17.0,21.9,13.1,76.5,3.92,80.4,25.7,212.7
221,17.8,22.7,13.8,81.8,2.013,84.7,23.6,211.9
222,17.5,23.8,10.9,73.5,0.184,25.5,14.5,223.2
223,19.6,25.7,14.1,72.0,0.0,80.7,12.7,287.1
224,19.0,23.8,14.1,67.2,0.002,44.7,25.4,258.1
225,19.3,26.0,13.1,70.5,0.0,29.0,14.7,258.1
226,19.7,28.0,14.0,69.6,0.007,40.4,31.3,247.9
227,16.0,18.0,13.0,81.9,1.617,83.9,27.4,269.5
228,13.9,17.0,10.1,89.3,2.301,68.4,22.1,247.1
229,17.1,19.1,15.1,87.0,0.004,97.8,23.8,246.5
230,17.4,20.9,15.9,76.6,0.0,93.3,23.8,239.8
231,18.9,22.8,15.8,77.0,0.013,89.6,18.1,236.0
232,18.7,24.9,13.2,81.0,4.535,70.6,19.9,171.4
233,17.2,19.9,14.9,90.1,6.984,90.2,27.5,251.6
234,18.0,20.8,16.1,82.6,0.242,97.4,25.6,346.5
235,18.2,22.0,13.9,71.5,0.0,37.7,27.4,30.8
236,17.4,22.1,13.0,73.9,0.004,10.1,22.1,17.3
237,16.3,17.8,14.9,81.5,0.399,98.0,24.0,328.5
238,16.5,20.0,12.8,76.4,0.381,70.6,25.8,347.4
239,16.8,20.8,14.0,81.2,0.583,77.1,27.5,340.2
240,16.0,18.1,14.1,84.1,1.043,91.4,23.8,341.0
241,17.4,19.8,15.9,85.4,0.216,96.7,22.3,353.6
242,17.2,21.1,14.1,79.0,0.0,73.4,25.7,11.7
243,17.1,19.0,15.8,72.3,0.0,97.9,18.2,27.8
244,17.8,21.8,15.0,68.9,0.0,52.6,22.0,40.9
245,18.7,24.9,12.8,74.8,0.0,0.0,18.0,35.2
246,18.0,21.9,14.8,82.2,0.002,55.2,19.1,35.8
247,20.8,27.7,15.0,72.4,0.0,33.5,14.5,58.0
248,21.1,27.1,14.9,64.1,0.004,3.6,11.0,59.0
249,21.2,28.0,14.0,64.4,0.0,0.0,14.6,76.7
250,22.0,28.1,16.8,59.4,0.0,0.0,23.7,80.6
251,20.9,26.1,18.0,79.1,0.636,67.8,26.9,181.2
252,19.7,23.8,16.9,82.1,0.2,73.6,20.2,218.5
253,17.7,21.7,14.8,80.6,0.004,77.0,25.5,235.0
254,16.4,21.0,11.8,77.2,0.0,77.4,12.9,297.2
255,16.9,21.1,12.8,80.8,0.0,23.8,20.3,46.4
256,18.2,22.0,14.7,83.1,0.004,67.7,18.1,117.2
257,18.1,20.0,15.9,84.1,0.646,98.0,18.3,325.2
258,16.6,22.7,11.0,77.7,0.0,66.4,11.0,265.2
259,16.4,22.8,10.1,79.8,0.182,55.5,12.7,151.6
260,17.5,23.0,11.7,73.0,0.002,22.7,14.6,92.0
261,17.6,22.1,13.1,74.8,0.0,27.3,12.8,57.3
262,16.7,19.8,12.9,83.2,15.276,79.1,18.3,346.9
263,13.9,18.9,8.9,66.1,0.002,11.2,16.3,26.6
264,14.0,20.9,7.8,72.6,0.185,33.4,9.2,151.9
265,14.8,21.1,8.2,79.9,0.0,44.1,25.7,247.6
266,16.7,20.1,13.8,85.6,0.374,72.5,27.4,227.5
267,16.4,22.9,10.9,79.6,0.182,28.2,11.1,167.2
268,17.9,21.7,14.8,83.8,0.039,82.9,20.0,174.6
269,15.8,17.9,11.8,84.3,2.809,68.9,38.1,204.1
270,13.4,19.0,8.0,75.8,0.0,53.5,24.0,169.1
271,13.2,16.7,9.8,73.3,4.097,72.0,34.5,245.2
272,10.8,15.7,5.8,75.4,0.021,61.5,25.7,195.2
273,13.3,15.1,11.2,82.5,5.758,91.5,29.0,182.4
274,13.6,16.8,10.8,91.4,3.743,93.4,42.3,169.7
275,13.3,16.9,11.2,89.8,28.248,88.9,38.6,216.1
276,13.2,17.0,9.2,81.1,1.825,55.5,27.7,179.8
277,12.7,15.9,10.9,85.9,9.423,76.8,36.3,192.4
278,11.7,13.7,10.1,81.9,1.761,87.0,28.8,252.8
279,11.5,18.0,5.9,83.2,0.004,40.2,7.6,185.4
280,11.8,17.8,6.0,83.5,0.182,18.7,16.4,50.1
281,11.7,17.1,7.9,85.6,0.184,28.2,12.6,36.7
282,10.7,16.0,4.1,88.4,0.013,74.0,14.5,326.7
283,11.6,15.9,7.2,86.1,0.005,49.9,20.3,300.6
284,10.8,14.8,7.2,89.0,1.882,86.8,27.4,288.9
285,9.3,15.0,5.1,83.1,0.205,73.7,12.9,280.5
286,11.2,17.6,6.9,79.4,0.0,81.2,18.0,207.2
287,11.4,14.8,8.7,85.3,0.051,74.3,16.3,301.4
288,9.3,15.1,4.1,77.7,0.182,58.9,10.8,89.7
289,9.6,15.0,5.0,80.9,0.182,69.3,16.3,150.1
290,10.3,15.8,5.0,86.5,0.0,42.8,20.1,154.9
291,17.3,21.1,14.9,88.1,1.705,66.7,27.4,189.7
292,16.3,18.1,14.1,82.3,0.346,71.5,31.4,194.7
293,10.6,15.1,5.2,81.1,11.727,75.7,47.6,245.9
294,8.3,13.1,4.0,78.8,0.21,44.7,31.5,255.7
295,9.5,15.1,4.9,83.7,0.097,68.7,16.3,175.2
296,7.8,13.8,3.2,83.1,0.182,4.1,18.2,155.9
297,10.9,13.8,8.2,92.4,0.983,94.3,20.1,175.9
298,11.2,14.9,7.2,92.8,0.551,73.2,25.7,194.7
299,12.4,15.0,10.1,90.4,0.0,60.0,22.1,189.4
300,11.8,16.9,7.9,84.5,0.372,1.7,23.9,158.4
301,12.3,15.0,9.8,82.3,0.521,37.7,34.9,168.6
302,12.1,14.0,9.9,93.6,8.212,92.1,25.7,167.4
303,11.1,14.2,8.2,91.2,8.883,73.8,29.1,174.8
304,9.3,12.8,7.1,85.0,0.156,63.6,31.0,195.3
305,8.4,12.0,5.8,85.4,0.074,79.1,18.1,207.3
306,6.7,11.8,3.8,88.8,0.627,77.7,23.4,329.4
307,7.3,11.0,3.1,94.1,3.827,78.4,22.9,283.9
308,7.8,11.1,3.8,89.7,0.749,58.2,18.2,285.3
309,7.3,10.9,2.9,87.9,0.364,80.1,27.5,199.6
310,10.2,12.0,8.0,82.8,0.418,92.1,27.3,252.0
311,7.1,12.1,3.1,85.8,0.0,46.2,14.2,252.6
312,6.9,12.0,3.1,90.5,0.194,61.6,11.4,160.2
313,5.9,11.0,1.1,87.8,0.182,48.1,9.3,161.3
314,8.4,10.8,6.8,87.6,0.006,99.8,12.8,158.6
315,6.8,10.8,1.1,87.1,0.0,68.3,24.0,171.0
316,11.0,12.0,10.1,94.3,4.685,95.7,22.2,266.5
317,10.0,11.0,8.1,91.6,0.19,98.2,20.3,25.3
318,7.0,7.8,5.9,92.4,0.0,81.5,17.8,31.6
319,5.9,6.8,5.1,93.8,0.203,99.7,11.1,108.8
320,8.0,11.9,5.0,93.8,0.399,77.0,20.3,246.9
321,7.9,12.7,2.2,89.5,0.0,56.2,18.4,212.0
322,10.9,12.1,10.1,95.4,0.38,100.0,14.5,217.9
323,9.3,11.0,7.2,89.8,0.011,100.0,13.0,192.4
324,7.5,9.1,5.0,92.5,4.739,77.4,16.4,322.5
325,5.5,8.1,3.8,80.5,0.0,20.5,25.6,21.8
326,4.9,8.8,0.0,91.3,0.19,73.2,12.4,13.0
327,6.4,7.9,2.9,88.9,0.0,92.9,7.5,67.9
328,5.2,8.1,2.9,91.9,0.38,91.0,14.8,292.5
329,4.3,5.9,2.8,92.4,3.898,93.1,34.7,223.5
330,2.0,3.9,0.2,94.6,8.291,84.6,18.1,203.5
331,3.3,5.0,1.1,95.1,21.854,93.7,23.9,308.1
332,2.6,6.8,-0.8,91.4,0.509,68.5,23.9,271.7
333,8.1,10.8,3.0,92.4,0.156,99.2,33.2,236.9
334,8.4,10.1,5.8,89.2,1.354,96.3,40.4,234.5
335,3.7,5.8,1.2,88.1,4.322,79.9,32.5,292.4
336,3.0,4.8,0.8,92.8,1.314,94.5,29.5,190.6
337,4.9,7.0,3.0,92.5,6.03,83.0,25.6,226.6
338,4.5,6.1,3.1,91.6,0.323,90.3,31.1,229.5
339,3.5,5.7,-0.1,95.4,4.962,94.9,25.8,194.9
340,3.6,6.2,0.1,91.6,0.215,70.0,38.5,170.3
341,5.0,6.7,3.2,85.4,0.072,62.7,27.7,192.6
342,4.7,7.1,3.0,89.3,0.046,85.4,25.5,196.6
343,4.9,6.7,2.8,88.8,1.847,99.0,40.6,280.3
344,4.6,7.0,1.0,89.6,0.191,77.6,27.6,240.6
345,9.1,11.8,6.0,95.3,0.475,99.7,18.6,191.5
346,9.2,9.9,7.8,92.5,0.002,100.0,16.4,182.0
347,8.3,9.9,7.0,92.9,0.005,100.0,12.9,198.5
348,9.2,9.9,8.8,94.1,0.009,99.2,12.9,210.3
349,8.7,10.9,3.2,92.8,0.001,91.3,9.1,294.4
350,5.0,7.9,1.0,98.4,0.005,99.4,25.5,46.2
351,6.3,6.9,5.0,96.0,0.0,89.4,18.0,47.8
352,5.5,6.8,4.1,97.8,0.01,100.0,14.6,18.1
353,6.1,6.8,4.9,78.9,0.005,99.9,16.2,48.5
354,1.2,4.8,-1.9,81.0,0.0,16.4,10.9,51.2
355,-1.2,1.8,-3.2,90.1,0.008,42.3,25.6,146.8
356,2.6,7.8,-0.2,92.3,0.008,99.9,25.5,183.2
357,7.3,9.1,5.9,95.2,0.387,96.3,18.4,202.7
358,5.4,7.1,2.1,96.9,3.997,99.5,20.4,68.5
359,5.6,8.0,2.1,98.4,0.125,99.7,14.8,104.0
360,8.4,9.8,6.2,98.1,0.546,98.0,20.3,155.5
361,10.3,11.0,9.9,88.2,2.794,98.1,52.4,229.8
362,10.8,13.8,8.7,91.3,0.862,99.7,34.7,229.1
363,14.0,14.8,13.1,91.7,0.369,99.7,29.3,223.9
364,12.5,13.9,10.9,88.5,0.004,84.6,29.2,208.6
365,11.5,14.0,10.1,92.2,0.002,83.5,23.9,168.2
366,11.3,12.9,7.7,85.5,1.929,95.6,40.3,219.7
367,9.4,10.9,5.7,89.8,11.013,95.6,31.3,218.7
368,7.0,8.8,3.8,92.6,10.491,96.8,27.5,239.4
369,3.4,5.9,1.1,84.2,0.086,70.4,25.6,263.9
370,3.3,6.1,0.0,86.6,0.182,59.6,29.3,212.9
371,4.3,5.1,1.9,87.7,0.803,89.3,34.9,207.8
372,4.3,7.8,0.9,94.5,8.998,89.1,38.5,203.2
373,4.3,7.7,0.0,83.7,3.892,44.8,29.6,262.2
374,1.0,3.7,-1.9,97.2,0.185,80.7,16.3,142.4
375,1.7,4.2,0.2,92.8,0.0,86.1,18.0,160.0
376,3.0,5.7,0.9,98.8,0.803,99.9,9.3,129.4
377,1.1,2.9,0.0,100.0,0.19,86.5,7.6,161.3
378,2.4,9.8,-1.8,96.3,0.361,49.0,12.6,67.3
379,1.4,4.9,-2.0,98.8,0.182,87.0,12.7,113.1
380,2.6,5.8,-1.9,98.0,0.429,92.3,16.4,202.4
381,4.1,7.8,1.2,96.2,0.006,66.6,16.4,263.0
382,3.9,6.1,-0.1,97.5,0.0,92.2,12.8,30.9
383,4.1,7.0,1.0,95.0,0.807,94.6,14.9,247.0
384,3.3,6.0,1.9,88.7,0.539,80.8,21.9,307.9
385,3.7,6.8,1.0,88.3,0.225,90.1,20.3,289.2
386,4.8,5.1,4.2,88.2,0.0,100.0,14.8,264.5
387,4.4,5.1,3.9,85.7,0.0,100.0,12.6,135.5
388,3.1,6.0,0.1,85.0,0.0,46.4,12.6,58.9
389,-0.3,0.9,-2.8,97.9,0.188,63.7,10.9,55.5
390,2.6,4.7,0.2,91.6,0.0,100.0,16.5,228.1
391,6.2,8.9,2.2,92.8,0.956,77.8,27.5,236.7
392,4.3,9.7,0.2,92.7,0.183,49.5,20.5,234.0
393,8.9,11.8,5.8,91.1,0.557,94.4,40.3,244.5
394,4.9,8.7,0.2,82.2,0.0,35.1,18.2,259.9
395,5.7,7.8,1.9,70.8,1.074,77.3,44.4,290.2
396,6.6,10.9,0.9,89.7,0.618,82.9,35.0,253.6
397,9.5,11.0,8.1,87.7,0.028,97.6,27.5,264.9
398,7.5,8.0,7.0,86.6,0.012,100.0,22.3,207.5
399,6.6,9.1,3.2,86.4,0.696,89.5,42.0,221.0
400,5.4,8.9,1.8,80.2,0.0,41.4,33.3,224.6
401,9.2,10.8,6.9,80.5,4.935,95.6,47.6,248.6
402,5.7,9.0,1.2,72.9,0.043,42.4,46.2,265.9
403,9.2,10.8,7.1,89.5,0.204,99.2,25.5,229.1
404,9.0,11.7,6.0,85.1,0.009,97.3,20.5,205.1
405,6.0,8.7,3.1,92.7,1.952,95.2,18.2,253.5
406,3.7,8.0,0.1,79.0,0.002,37.6,18.3,277.4
