Day,Temperature,TemperatureMax,TemperatureMin,Humidity,Rain,Clouds,WindSpeed,WindDirection
37,10.1,12.8,7.7,67.2,7.582,84.6,34.1,285.2
38,8.6,10.9,6.7,80.4,3.963,96.1,21.2,243.0
39,10.1,12.7,7.2,81.2,0.083,87.1,23.8,270.8
40,10.6,15.9,6.8,66.6,0.026,72.7,32.8,297.7
41,7.4,12.0,2.9,74.0,0.2,60.4,23.2,344.7
42,5.4,8.0,3.0,80.4,4.8,99.0,28.1,22.5
43,5.2,10.0,0.3,79.2,0.6,83.4,36.0,33.2
44,3.4,8.6,-1.2,67.5,0.0,84.7,27.8,56.3
45,6.0,9.8,2.3,74.7,0.387,96.7,16.8,55.6
46,8.8,11.7,7.1,96.7,0.54,99.1,22.1,37.3
47,9.0,13.9,4.3,91.3,0.172,66.7,14.5,304.5
48,10.5,12.0,8.2,94.6,1.387,99.5,30.2,100.4
49,11.9,13.7,10.1,89.4,0.0,99.9,28.8,98.0
50,12.6,13.2,11.9,86.2,0.0,90.4,33.8,122.2
51,12.9,15.0,10.8,81.3,0.0,93.3,46.9,122.5
52,12.8,14.1,8.2,78.1,6.538,99.5,62.5,97.2
53,12.6,15.1,10.9,90.7,0.412,83.1,21.4,75.6
54,12.1,14.0,10.1,92.2,0.014,97.0,11.2,124.7
55,9.9,13.0,7.1,91.9,0.0,96.3,12.7,41.3
56,10.0,16.1,4.2,83.2,0.359,75.5,14.5,268.0
57,11.7,17.0,6.9,62.6,0.0,46.1,35.6,1.7
58,11.0,15.7,7.2,76.8,3.611,86.4,23.7,45.1
59,10.0,15.1,5.2,79.3,0.004,47.1,21.6,56.4
60,9.6,15.0,5.2,76.7,0.0,88.8,14.8,40.3
61,9.5,13.1,6.3,78.1,0.0,85.9,12.9,30.9
62,10.0,13.8,6.9,91.1,0.172,86.4,12.7,54.5
63,11.5,16.9,5.4,77.9,0.181,61.1,18.1,355.9
64,10.1,14.8,5.0,72.7,0.0,84.1,23.1,31.7
65,9.1,13.7,5.1,91.1,0.748,95.4,25.1,96.3
66,11.7,16.9,7.9,74.8,1.654,89.0,25.0,351.4
67,10.8,16.1,5.2,55.0,0.0,8.2,25.1,322.0
68,9.9,14.8,3.9,55.8,0.0,19.9,25.2,247.1
69,12.6,16.7,9.0,70.4,0.014,95.2,19.8,229.0
70,12.8,16.8,8.8,55.1,0.0,71.1,35.8,296.0
71,12.7,18.0,7.6,54.8,0.0,55.3,30.7,257.6
72,12.2,15.6,9.0,44.1,0.0,64.3,41.1,301.6
73,11.7,15.7,7.9,54.4,0.0,83.9,44.6,290.8
74,12.9,16.9,9.7,46.0,0.0,33.1,31.6,333.5
75,13.0,16.0,9.8,48.1,0.0,79.6,38.3,337.6
76,8.8,12.0,5.8,43.2,0.0,44.8,39.2,351.8
77,7.5,11.2,2.9,52.0,0.369,89.6,35.7,13.2
78,8.0,13.0,2.9,43.9,0.0,26.2,43.4,15.5
79,9.8,17.6,2.1,41.6,0.0,46.3,43.7,357.8
80,12.1,17.7,8.0,38.1,0.0,63.6,42.9,355.8
81,10.1,16.1,3.9,54.0,0.0,12.4,23.3,12.2
82,9.8,15.8,2.1,73.0,0.0,5.1,18.4,223.1
83,12.7,21.9,4.1,67.4,0.0,29.9,23.6,222.6
84,11.3,14.1,6.4,88.7,1.105,87.0,20.1,93.8
85,13.6,18.0,8.4,56.8,0.028,20.3,23.7,298.0
86,11.8,17.7,4.1,54.1,0.0,0.0,17.7,260.6
87,11.5,17.8,5.1,71.8,0.0,6.9,14.3,51.5
88,11.8,18.8,5.1,71.8,0.0,43.2,12.7,186.3
89,11.2,16.9,4.2,78.9,0.206,76.5,12.8,208.4
90,11.7,18.8,3.3,70.8,0.187,47.2,11.3,93.6
91,13.1,20.7,6.0,59.2,0.0,51.0,20.0,222.6
92,16.2,23.0,9.5,40.4,0.0,9.0,39.1,16.7
93,13.8,18.9,9.0,43.4,0.0,50.6,32.4,13.8
94,13.9,22.9,4.4,52.2,0.0,15.9,40.7,279.3
95,12.5,15.9,7.1,36.1,0.0,31.8,34.5,335.4
96,8.6,14.0,4.0,28.4,0.0,15.8,36.2,350.8
97,8.7,14.7,1.0,49.6,0.0,25.4,20.4,116.1
98,13.0,14.9,11.8,69.1,0.377,96.2,34.3,139.4
99,11.4,13.7,9.2,81.6,3.344,99.5,35.6,103.4
100,11.1,13.7,9.0,92.8,10.541,98.6,32.1,59.1
101,10.8,15.9,5.8,56.1,1.233,27.2,38.2,333.5
102,11.6,17.9,5.1,36.2,0.015,37.7,32.6,349.8
103,11.3,16.7,4.9,45.2,0.0,49.7,29.0,26.9
104,11.1,17.7,5.0,35.9,0.0,4.3,32.1,32.1
105,9.9,15.1,3.4,43.3,0.0,62.1,38.2,6.6
106,11.0,16.6,7.2,49.9,0.0,94.3,22.0,323.1
107,13.1,17.7,8.6,43.2,0.0,56.1,24.0,326.6
108,12.6,18.6,6.1,49.3,0.0,11.6,27.1,282.2
109,11.8,17.1,4.4,68.9,0.0,70.9,20.3,202.7
110,12.9,16.9,9.4,81.2,0.028,84.1,13.1,115.5
111,13.1,18.8,7.0,68.6,0.172,21.4,25.2,237.4
112,14.6,19.9,7.3,62.8,0.0,1.2,18.0,221.1
113,14.6,20.1,7.1,65.5,0.0,62.7,14.5,103.0
114,14.0,17.9,9.1,70.9,0.004,88.4,12.8,66.7
115,15.4,22.5,11.1,61.5,0.022,90.1,30.1,343.5
116,15.3,17.7,12.2,74.6,0.014,98.1,25.3,235.7
117,14.4,16.7,12.9,88.5,2.398,98.0,21.8,179.7
118,15.2,18.8,12.2,84.2,13.458,96.3,19.5,292.0
119,15.1,19.0,12.8,85.2,4.825,92.2,20.3,187.7
120,12.7,15.8,11.2,86.7,11.671,89.8,21.8,343.4
121,14.2,19.8,9.7,55.0,0.0,46.8,25.1,301.9
122,13.5,18.8,6.0,58.3,0.0,49.4,23.4,255.1
123,13.3,18.0,7.0,81.4,0.0,40.1,22.0,181.6
124,17.5,22.0,12.8,51.6,0.0,59.5,49.4,292.6
125,15.8,18.9,11.1,67.7,0.0,79.6,19.9,218.5
126,19.8,23.9,15.8,51.3,0.0,91.6,37.7,294.7
127,16.7,21.1,10.3,66.6,0.0,59.2,29.7,119.7
128,17.6,19.8,15.8,75.1,0.0,85.4,50.6,129.1
129,16.3,17.7,14.9,89.6,24.644,99.5,57.3,142.0
130,16.1,19.6,11.1,68.6,7.387,71.1,42.8,292.0
131,14.8,19.0,9.1,60.6,0.008,64.8,30.6,252.6
132,15.8,20.8,11.7,54.1,0.01,57.3,36.0,274.9
133,16.4,21.0,12.1,55.2,0.561,65.5,40.6,291.1
134,15.4,16.8,12.8,73.2,0.009,98.4,19.7,219.2
135,16.2,20.0,10.2,81.7,2.402,99.4,26.8,247.7
136,16.6,20.1,12.9,50.7,0.003,58.9,42.7,287.3
137,15.6,18.8,11.2,61.1,0.172,93.5,28.5,272.7
138,16.3,20.9,9.7,49.4,0.0,54.4,43.0,303.2
139,16.9,21.0,11.0,50.1,0.0,52.1,26.2,280.1
140,15.5,17.2,11.9,89.0,0.127,96.9,30.7,114.6
141,17.2,22.6,13.1,52.9,0.159,93.1,30.4,278.9
142,16.4,20.1,12.2,50.8,0.0,95.5,26.8,267.9
143,16.1,19.8,12.9,64.7,0.0,81.9,30.4,244.2
144,17.8,23.0,13.0,42.1,0.0,17.8,34.1,297.7
145,17.1,21.1,11.0,54.7,0.0,51.8,30.2,234.3
146,18.9,25.0,11.2,55.3,0.0,26.3,25.8,256.1
147,18.0,21.6,14.3,69.4,0.0,80.6,24.6,153.9
148,20.1,25.1,14.2,72.6,0.0,88.2,18.3,233.6
149,20.6,24.8,16.9,62.0,0.0,49.7,18.2,178.3
150,18.9,22.7,15.8,73.6,0.207,51.4,18.0,97.1
151,18.0,20.7,14.2,80.9,0.165,86.5,30.3,114.7
152,18.7,21.2,16.2,78.0,0.451,91.2,19.7,109.9
153,18.9,22.7,13.9,74.6,0.0,53.0,20.0,118.1
154,19.8,23.8,12.5,77.7,0.062,87.8,11.3,124.2
155,22.3,27.2,16.0,56.4,0.0,46.8,20.0,265.4
156,22.3,26.8,17.9,51.0,0.0,78.2,25.3,338.9
157,22.6,27.1,17.1,51.4,0.0,51.5,20.2,289.5
158,23.6,28.1,16.2,51.2,0.0,17.7,25.3,277.9
159,24.2,29.1,18.3,52.3,0.021,44.4,26.6,283.6
160,25.8,31.7,18.9,48.6,0.0,13.4,26.7,334.8
161,25.4,30.1,20.1,55.6,0.0,67.8,31.8,242.1
162,26.6,31.9,19.2,52.1,0.0,34.7,23.4,236.9
163,27.6,33.8,22.2,50.6,0.0,8.6,25.3,283.5
164,25.7,29.3,20.2,62.7,0.0,36.9,25.1,212.8
165,27.0,31.1,23.2,59.0,0.0,40.0,18.1,183.8
166,23.9,26.3,20.3,84.8,0.0,69.1,17.8,129.8
167,24.8,27.1,23.1,75.4,0.0,93.1,36.0,124.2
168,24.2,25.9,22.9,83.9,0.172,87.8,35.5,141.0
169,23.8,25.9,22.2,86.2,0.0,83.1,25.6,134.7
170,23.5,25.1,21.8,84.8,2.86,84.5,32.4,126.8
171,24.1,26.0,22.1,79.3,0.0,67.0,36.6,126.3
172,23.7,28.1,17.8,54.1,0.004,63.1,25.2,239.1
173,23.6,27.7,18.2,51.3,0.042,69.1,32.2,256.1
174,23.1,27.6,17.9,51.6,0.0,40.5,33.9,290.9
175,22.3,26.9,16.8,53.2,0.0,6.2,18.2,231.0
176,22.9,27.1,17.8,51.6,0.0,61.2,18.0,177.9
177,23.1,26.0,20.1,72.2,0.0,75.1,27.3,114.9
178,22.6,25.1,19.9,77.3,5.209,74.1,24.9,114.0
179,23.1,26.9,19.1,46.5,0.0,49.1,35.6,289.5
180,23.4,29.1,17.1,46.0,0.0,5.6,26.6,293.2
181,23.2,27.0,16.2,54.3,0.0,62.5,30.6,239.5
182,24.7,29.0,18.2,55.7,0.0,55.6,27.0,250.1
183,24.7,29.0,20.1,61.8,0.0,84.0,13.0,147.5
184,22.3,25.1,19.0,79.8,21.707,76.7,19.9,301.6
185,23.8,27.2,18.9,63.8,0.02,12.7,23.3,206.9
186,23.5,24.9,21.8,85.6,0.018,94.0,33.8,115.5
187,23.8,28.0,19.2,69.8,0.746,60.0,34.0,269.3
188,23.7,27.9,19.1,47.5,0.013,31.2,32.2,307.4
189,23.0,27.2,17.9,54.4,0.0,25.6,21.9,238.4
190,23.1,26.8,17.3,61.1,0.0,26.4,21.6,223.4
191,24.2,28.6,18.2,55.1,0.0,22.4,31.8,252.2
192,23.0,26.2,20.1,74.3,0.015,93.9,42.6,7.4
193,20.6,24.9,16.8,52.2,0.224,58.2,39.3,293.0
194,21.4,26.9,16.8,64.2,2.906,82.8,42.7,282.0
195,24.0,29.6,18.9,53.3,0.005,74.8,29.0,302.9
196,25.5,29.2,21.0,46.7,0.013,55.1,29.1,330.0
197,25.5,30.8,18.9,47.4,0.0,4.5,30.8,350.4
198,28.0,33.9,22.0,47.2,0.0,17.4,30.6,357.2
199,27.5,33.0,23.2,48.6,0.0,6.4,21.7,1.2
200,26.1,31.9,21.2,61.3,0.0,8.6,20.1,180.4
201,26.6,31.8,22.1,58.5,0.0,49.6,20.1,212.0
202,25.4,30.8,21.3,65.5,0.0,11.7,18.1,105.6
203,24.6,28.0,21.2,82.0,0.0,74.7,34.1,99.8
204,24.8,26.9,22.9,80.3,0.0,93.5,24.6,121.5
205,27.1,32.0,20.8,40.9,0.0,69.3,25.0,308.1
206,26.5,32.0,19.9,43.6,0.0,59.7,30.4,270.7
207,24.9,28.2,20.0,55.3,0.0,31.9,22.2,200.5
208,23.8,28.7,18.9,74.7,3.187,72.3,21.4,295.9
209,24.8,29.7,18.2,58.6,0.0,11.8,23.1,248.0
210,24.6,28.0,20.2,75.1,0.004,38.7,25.2,141.0
211,24.4,30.6,19.7,55.4,2.909,72.0,34.0,294.6
212,22.9,27.7,18.7,47.1,0.044,69.1,35.4,294.2
213,22.0,25.7,17.1,55.0,0.005,28.6,33.9,232.3
214,22.1,25.7,16.2,56.8,0.0,67.2,20.0,223.7
215,20.0,21.8,18.0,88.2,20.853,85.0,24.8,287.7
216,23.1,28.6,18.2,54.3,0.0,81.0,28.2,271.1
217,23.9,28.9,20.2,60.6,0.01,89.9,30.6,247.7
218,21.5,26.5,19.1,81.0,10.01,98.7,21.8,345.5
219,23.0,28.6,17.2,49.3,0.0,48.0,23.4,299.8
220,22.7,28.7,15.0,52.8,0.0,15.6,21.5,210.9
221,23.9,30.0,18.1,58.0,0.0,43.4,21.9,206.1
222,25.1,31.8,18.2,66.1,0.005,38.6,18.2,219.8
223,24.8,29.1,20.3,67.3,0.0,34.0,16.3,167.4
224,27.8,33.8,20.2,57.4,0.005,15.2,18.0,232.8
225,26.1,31.0,21.2,69.9,0.0,6.8,14.6,150.2
226,26.0,31.0,21.2,71.8,0.005,52.6,30.6,250.5
227,26.1,29.0,22.9,42.9,0.0,11.0,40.8,304.8
228,25.1,30.5,21.0,43.7,0.0,17.5,35.9,309.8
229,24.0,29.8,18.7,45.2,0.0,1.3,23.7,287.9
230,23.1,28.0,18.0,55.5,0.0,22.3,28.3,259.8
231,23.7,28.7,18.2,57.1,0.0,15.9,18.0,240.5
232,21.3,27.1,17.0,84.7,0.005,62.5,18.0,121.0
233,26.1,33.6,21.7,68.0,0.0,48.4,32.5,282.1
234,24.9,30.1,19.0,46.7,0.0,9.0,23.9,354.0
235,23.4,29.1,17.2,51.1,0.0,35.1,20.0,337.7
236,21.8,26.8,16.5,64.0,0.0,34.8,21.3,175.2
237,22.7,28.9,16.4,66.8,0.0,26.6,21.7,117.9
238,23.0,27.8,19.1,53.6,0.0,16.6,18.4,334.4
239,22.8,29.7,15.3,38.5,0.0,0.0,28.8,355.6
240,22.5,29.5,17.0,42.8,0.0,3.8,27.7,354.2
241,21.0,25.8,15.1,56.3,0.0,35.9,32.0,270.6
242,21.8,28.0,16.1,57.3,0.0,36.1,23.7,235.2
243,20.8,25.2,16.0,67.7,0.0,61.6,23.8,86.7
244,21.2,25.0,15.4,75.4,0.004,87.9,14.8,61.3
245,19.6,22.1,18.0,84.2,91.092,81.4,24.0,32.2
246,21.1,24.7,17.1,81.4,0.004,70.3,18.3,225.2
247,21.6,26.8,17.2,84.9,0.182,46.2,17.9,196.9
248,22.9,26.1,20.1,87.6,0.004,72.3,16.0,157.8
249,23.6,25.9,21.2,86.6,0.0,89.3,18.0,123.3
250,22.8,25.8,20.0,83.2,0.0,90.2,27.1,109.4
251,22.7,25.9,19.9,75.0,0.053,89.5,17.6,60.6
252,21.9,25.0,19.1,71.7,0.023,79.6,14.3,50.5
253,22.2,27.1,16.2,69.8,0.173,25.9,22.0,257.4
254,21.6,26.9,16.3,71.6,0.0,73.3,14.4,209.3
255,21.3,25.2,16.9,89.9,0.0,78.2,20.5,97.8
256,24.0,25.7,21.9,90.1,5.55,91.4,34.2,127.1
257,22.8,25.0,19.9,82.9,14.93,97.7,30.4,71.3
258,20.4,24.7,18.8,89.3,1.67,85.3,17.7,299.6
259,21.4,26.1,16.2,77.0,0.172,35.0,23.8,229.6
260,21.1,25.1,16.3,70.7,0.029,60.7,25.6,269.6
261,19.3,23.7,15.7,64.1,1.037,41.6,37.0,281.8
262,19.8,25.0,16.7,60.9,0.024,70.8,32.1,291.9
263,19.5,24.9,13.4,64.3,0.244,60.6,28.4,350.3
264,19.7,25.9,14.1,65.9,0.0,35.4,22.0,14.3
265,19.3,24.0,14.3,73.7,0.0,35.6,17.9,14.4
266,19.2,24.7,14.1,75.3,0.0,45.4,12.7,251.8
267,20.9,23.9,17.9,88.3,0.0,90.7,30.6,114.4
268,21.7,24.1,18.1,81.8,3.76,72.6,32.4,120.1
269,20.3,26.0,15.2,70.3,0.0,71.3,24.7,295.5
270,19.7,23.2,15.0,62.9,0.0,69.9,15.9,319.9
271,20.5,25.0,15.9,59.6,0.0,48.5,30.7,311.7
272,18.4,24.0,13.0,56.4,0.0,51.1,17.9,345.8
273,17.0,22.8,11.0,68.6,0.0,41.8,12.9,0.8
274,18.0,22.1,12.2,84.2,0.0,75.9,32.3,134.8
275,20.5,22.0,16.9,85.1,21.348,99.7,54.5,142.8
276,14.5,16.7,12.2,85.5,5.92,99.2,20.2,322.4
277,15.8,20.1,11.8,73.5,0.0,74.6,23.1,259.7
278,16.8,21.0,13.0,52.2,0.0,40.8,29.1,304.0
279,16.4,21.2,12.1,48.3,0.0,5.1,44.7,335.6
280,14.8,21.0,7.5,63.6,0.0,0.0,19.9,330.7
281,15.1,20.2,8.5,71.6,0.0,39.3,21.5,293.6
282,16.2,20.2,12.0,67.7,0.0,63.5,16.4,336.3
283,15.2,22.6,9.1,59.0,0.0,3.1,17.2,348.1
284,14.9,21.9,8.3,54.9,0.015,38.8,27.1,359.8
285,16.1,20.9,12.2,43.4,0.0,9.4,34.5,354.9
286,14.3,19.9,9.8,56.2,0.0,10.5,25.3,22.7
287,14.2,19.0,9.3,75.2,0.0,79.0,18.1,14.5
288,14.9,21.1,9.2,72.1,0.0,33.4,15.8,14.8
289,13.6,19.8,7.2,77.0,0.0,39.0,14.5,24.4
290,13.9,19.1,8.1,86.6,0.344,62.0,12.9,63.3
291,16.3,19.7,12.0,90.4,0.034,95.9,23.3,78.1
292,19.8,20.0,19.5,81.3,0.012,96.0,34.5,148.9
293,18.4,20.7,14.9,64.6,0.524,79.4,35.9,269.6
294,15.9,21.9,10.2,59.2,0.0,17.8,27.0,335.2
295,11.8,19.0,6.5,55.3,0.0,5.0,30.5,6.9
296,14.1,21.0,9.1,63.9,0.0,43.2,18.0,22.4
297,13.8,19.8,8.9,83.5,0.0,45.5,19.7,238.8
298,14.9,22.6,8.4,66.3,0.0,25.7,17.0,348.0
299,13.6,19.9,9.0,73.9,0.0,10.5,16.3,6.5
300,14.7,19.9,9.1,80.9,0.06,55.3,30.6,92.0
301,17.3,18.8,13.0,83.9,0.024,92.7,44.7,131.8
302,17.8,19.1,14.9,90.3,10.968,99.1,51.4,140.4
303,16.5,19.0,14.3,89.3,39.826,99.1,45.3,99.9
304,16.2,19.9,12.1,73.6,35.686,66.4,40.7,283.0
305,14.2,18.1,10.7,70.0,0.0,72.3,24.7,213.6
306,12.8,16.6,10.9,65.0,4.315,82.8,25.1,307.3
307,11.1,16.0,6.9,59.2,0.0,8.9,21.6,303.6
308,9.5,15.0,4.1,62.7,0.0,21.2,28.9,347.7
309,9.6,15.8,4.2,62.2,0.0,4.6,22.0,338.6
310,10.2,17.9,3.3,60.9,0.0,10.4,24.2,307.2
311,12.1,17.9,7.4,55.8,0.0,22.4,34.8,346.6
312,9.9,15.8,3.4,63.3,0.0,48.9,18.1,342.2
313,10.7,12.2,9.2,79.7,12.689,95.3,25.5,17.2
314,13.3,20.1,9.1,78.2,9.598,95.0,31.0,23.1
315,12.3,16.1,9.4,73.4,0.015,92.5,12.8,7.8
316,11.9,15.0,7.1,78.2,0.0,70.5,19.9,306.9
317,12.6,17.1,8.4,68.1,0.0,77.9,21.7,332.5
318,11.4,14.7,9.2,77.6,1.462,94.9,20.2,345.9
319,11.3,16.9,7.0,74.6,0.704,58.4,17.8,342.3
320,9.2,13.9,5.8,69.9,0.0,34.3,22.1,356.1
321,10.2,16.0,6.0,66.5,0.0,3.4,26.7,339.5
322,10.4,16.0,7.0,70.5,0.0,0.0,18.1,9.7
323,9.3,14.9,4.2,83.6,0.0,65.1,12.9,32.9
324,10.4,13.1,8.2,86.2,0.0,99.0,11.0,22.9
325,9.1,14.7,5.3,78.6,0.0,72.3,23.3,7.4
326,10.2,14.0,7.7,68.1,0.072,93.2,29.5,29.8
327,8.4,9.8,5.2,87.4,20.213,98.8,29.5,24.6
328,9.5,10.9,8.8,94.3,18.636,98.3,25.8,32.3
329,6.9,9.7,4.0,78.1,0.0,86.2,36.0,294.8
330,7.1,10.9,4.2,70.2,0.005,76.4,32.0,280.2
331,6.8,9.0,4.8,58.4,0.0,83.8,40.6,287.7
332,5.8,9.9,1.9,49.7,0.0,36.5,32.8,309.9
333,5.2,13.0,-1.9,51.8,0.0,15.6,16.5,293.9
334,7.8,12.6,2.9,70.2,1.117,73.7,26.2,269.3
335,8.5,12.7,5.2,61.6,0.0,66.0,34.1,300.4
336,7.0,11.0,2.4,46.4,0.0,27.7,37.9,315.9
337,8.1,14.5,3.2,72.4,0.009,77.1,40.5,290.9
338,7.3,10.8,4.8,66.4,0.005,79.7,30.3,284.3
339,8.7,11.9,6.7,56.6,0.0,50.9,37.2,301.4
340,6.9,11.1,1.5,75.8,0.023,75.4,20.5,36.6
341,7.8,10.0,6.1,80.1,1.939,91.6,30.5,283.9
342,6.9,10.1,3.3,58.3,0.0,82.2,30.3,293.1
343,6.8,12.6,2.8,72.8,11.855,75.8,43.7,318.4
344,8.3,12.6,4.3,47.3,0.0,12.3,36.1,323.8
345,7.5,12.9,3.3,59.7,0.0,29.5,20.5,328.8
346,6.2,12.8,1.5,80.4,0.0,30.9,14.3,12.4
347,6.0,14.8,0.3,84.1,0.0,6.4,10.9,352.9
348,6.4,15.6,0.4,81.2,0.0,16.6,17.8,20.3
349,5.3,11.6,0.4,78.2,0.0,27.6,21.9,17.7
350,7.1,13.8,3.3,74.0,0.0,53.4,20.0,22.1
351,5.5,12.1,-0.5,78.5,0.0,38.0,20.0,13.5
352,5.9,12.0,1.3,81.9,0.0,68.2,12.8,41.4
353,1.9,7.6,-1.8,86.7,0.015,44.6,12.6,21.4
354,4.0,10.6,-1.8,77.6,0.0,69.8,17.7,22.7
355,7.4,11.1,3.2,76.5,0.0,97.4,16.7,30.3
356,8.7,10.1,8.0,80.9,1.061,100.0,20.3,31.7
357,10.3,12.0,8.8,94.8,0.064,99.1,22.0,18.1
358,12.0,15.1,9.3,93.5,1.065,95.2,14.8,35.3
359,10.0,16.1,6.2,86.0,0.004,83.6,19.4,298.4
360,10.2,14.8,7.1,88.9,3.863,88.6,24.6,327.7
361,13.4,17.8,9.0,83.5,1.24,90.3,32.2,244.4
362,17.6,19.7,14.7,66.4,0.0,79.6,44.4,276.6
363,15.2,20.6,10.9,72.5,0.0,63.2,23.3,319.8
364,9.6,13.0,6.4,95.6,0.196,79.0,11.0,26.0
365,8.2,10.0,6.1,99.1,0.559,100.0,15.4,272.8
366,9.0,10.9,7.4,93.6,0.0,99.5,10.9,19.8
367,8.8,13.4,4.5,92.1,0.0,92.1,11.1,311.8
368,10.6,11.9,9.0,92.8,0.0,99.6,18.1,18.6
369,9.3,12.9,6.1,47.7,0.04,45.0,43.6,321.8
370,6.7,10.7,3.9,44.9,0.0,4.6,41.4,339.4
371,5.6,10.6,0.1,57.5,0.0,68.1,35.5,304.7
372,10.5,14.7,6.9,66.6,0.0,85.6,33.6,274.9
373,10.1,11.8,8.1,59.2,0.0,95.4,30.5,273.4
374,8.4,12.6,4.2,60.9,0.061,79.6,30.1,346.8
375,5.2,10.0,1.9,54.4,0.0,0.0,27.2,354.6
376,4.0,9.0,0.3,61.4,0.0,7.3,23.5,1.7
377,2.9,10.7,-1.6,63.7,0.0,0.0,21.5,6.5
378,3.1,11.1,-2.8,70.8,0.0,0.0,14.5,0.2
379,2.4,10.7,-2.8,77.4,0.0,16.9,8.0,359.4
380,4.4,15.9,-2.8,66.5,0.0,0.0,10.4,306.5
381,8.0,15.7,1.3,52.9,0.0,21.9,30.8,327.5
382,5.5,12.6,-0.5,67.8,0.0,8.0,16.4,2.5
383,6.8,12.0,2.3,69.2,0.0,81.2,24.7,311.7
384,7.9,13.7,3.8,54.8,0.0,22.1,31.2,327.2
385,5.7,10.0,2.4,47.4,0.0,1.2,34.3,346.0
386,4.8,11.0,-0.9,55.6,0.0,0.1,29.7,349.6
387,5.5,12.0,0.3,66.9,0.0,4.2,21.6,28.9
388,5.0,11.7,1.2,75.4,0.0,53.2,16.2,21.8
389,4.7,11.7,-1.4,83.4,0.0,45.1,11.8,348.8
390,4.8,13.0,-1.6,80.9,0.0,1.0,9.8,341.4
391,3.3,11.0,-2.9,73.9,0.0,28.6,11.1,6.6
392,7.5,17.5,-2.2,51.1,0.0,34.3,46.7,353.9
393,7.7,16.0,2.5,51.4,0.0,29.3,16.3,293.7
394,9.0,17.8,0.7,61.6,0.0,1.4,18.7,348.8
395,8.1,13.8,-0.5,59.8,0.0,54.9,43.0,312.1
396,9.3,13.6,4.9,44.0,0.0,50.3,41.1,317.7
397,13.1,17.8,9.2,54.5,0.0,4.6,32.6,302.4
398,8.9,15.8,3.2,68.2,0.0,82.9,17.3,316.8
399,9.8,17.0,3.1,69.8,0.0,85.9,35.7,302.5
400,11.1,16.8,5.4,53.9,0.0,52.8,26.3,328.0
401,7.5,13.9,0.1,56.6,0.0,33.5,37.1,297.5
402,12.9,17.6,8.8,49.7,0.0,56.6,42.6,312.6
403,8.1,15.6,0.7,46.1,0.0,15.5,26.4,10.0
404,7.8,13.0,1.1,70.4,0.0,92.0,16.3,47.1
405,10.6,13.8,7.8,81.3,0.0,58.4,14.4,45.2
406,9.0,16.6,3.5,66.2,0.0,57.3,26.7,7.3
407,9.6,14.6,5.1,57.9,0.019,79.1,22.3,54.5
